Section,Programme,English title,Episodes,Latest episode,Plays outside Portugal,Description (PT),Description (EN),Link
Portuguese films,A Bela América,Beautiful America,film,24 set. 2025,no,"Apesar da origem humilde, Lucas decide penetrar no mundo exuberante e de celebridades, crente de que o seu refinado talento para cozinhar, será o suf","Despite his humble origins, Lucas decides to break into the glamorous world of celebrities, convinced that his refined talent for cooking will be enough…",https://www.rtp.pt/play/p15572/e877446/a-bela-america
Portuguese films,As Noites Ainda Cheiram a Pólvora,The Nights Still Smell of Gunpowder,film,01 set. 2025,yes,"'Preocupado com as memórias fragmentadas da minha infância durante a guerra civil em Moçambique, regresso à aldeia da minha avó para para revelar","'Troubled by the fragmented memories of my childhood during the civil war in Mozambique, I return to my grandmother's village to reveal…",https://www.rtp.pt/play/p15487/e872731/as-noites-ainda-cheiram-a-polvora
Portuguese films,2 Duros de Roer,2 Tough Nuts to Crack,film,21 ago. 2025,yes,"Manuel Venâncio, um típico polícia do Porto, pede transferência para a capital e vê-se emparelhado com José Sobreiro, um polícia de Lisboa foli","Manuel Venâncio, a typical Porto policeman, asks for a transfer to the capital and finds himself partnered with José Sobreiro, a fun-loving Lisbon policeman…",https://www.rtp.pt/play/p13632/e871090/2-duros-de-roer
Portuguese films,KM 224,KM 224,film,01 jul. 2025,yes,"Mário e Cláudia atravessam um processo de divórcio conflituoso, marcado pela disputa da guarda dos dois filhos (Mateus de 6 anos e Francisco de 7).","Mário and Cláudia are going through a bitter divorce, marked by a fight over custody of their two sons (Mateus, aged 6, and Francisco, aged 7).",https://www.rtp.pt/play/p13098/e860989/km-224
Portuguese films,Excelência,Excellence,film,09 jun. 2025,yes,"A história de Maria do Carmo, uma mulher de sucesso na área da publicidade e comunicação, com uma vida cuidadosamente construída, mas que se desm","The story of Maria do Carmo, a successful woman in advertising and communications, with a carefully built life that falls apart…",https://www.rtp.pt/play/p15074/e855912/excelencia
Portuguese films,Uma SMS para Antígona,A Text Message for Antigone,film,06 jun. 2025,yes,"Aos vinte anos de idade, Maria (Marta Taveira) divide o seu tempo entre a atividade na companhia de teatro local, onde ensaia 'Antígona' de Sófocles","At twenty years old, Maria (Marta Taveira) divides her time between the local theatre company, where she is rehearsing Sophocles' 'Antigone'…",https://www.rtp.pt/play/p7707/e855908/uma-sms-para-antigona
Portuguese films,Légua,Légua,film,05 jun. 2025,no,"Numa antiga casa senhorial situada no norte de Portugal, Ana ajuda a sua amiga Emília, a velha governanta determinada em cuidar do espaço desocupado","In an old manor house in the north of Portugal, Ana helps her friend Emília, the elderly housekeeper determined to look after the empty house…",https://www.rtp.pt/play/p15046/e855300/legua
Portuguese films,O Anjo do Tesouro de Mafra,The Angel of the Mafra Treasure,film,19 mai. 2025,no,"Júlia, uma jovem sonhadora prestes a casar, tenta acreditar na promessa de um amor que é ameaçado pela violência do noivo, marcado pela sua depend","Júlia, a dreamy young woman about to get married, tries to believe in the promise of a love threatened by the violence of her fiancé, marked by his addiction…",https://www.rtp.pt/play/p14992/e850821/o-anjo-do-tesouro-de-mafra
Portuguese films,O Aplaudido Dramaturgo Curado Pelas Pílulas Pink,The Acclaimed Playwright Cured by Pink Pills,film,05 mai. 2025,yes,"Ana chegou a um impasse na sua vida. Descontente com o casamento e com o emprego, não vê uma saída para a situação em que se encontra. O dramatur","Ana has reached a dead end in her life. Unhappy with her marriage and her job, she can't see a way out of the situation she is in. The playwright…",https://www.rtp.pt/play/p14919/e847372/o-aplaudido-dramaturgo-curado-pelas-pilulas-pink
Portuguese films,Um Filme do Caraças,A Hell of a Film,film,04 mar. 2025,yes,Um acidente bizarro força um produtor de má reputação a substituir o consagrado realizador do seu muito dispendioso e muito atrasado próximo film,A bizarre accident forces a disreputable producer to replace the acclaimed director of his very expensive and very overdue next film…,https://www.rtp.pt/play/p14641/e833888/um-filme-do-caracas
Portuguese films,Pôr do Sol - O Mistério do Colar de São Cajó,Sunset - The Mystery of the São Cajó Necklace,film,31 dez. 2024,yes,A série de sucesso da RTP agora em formato de filme. Conhecemos a origem da família Bourbon de Linhaça e do seu bem mais valioso: o Colar de São C,"The hit RTP series, now as a film. We discover the origins of the Bourbon de Linhaça family and its most valuable possession: the Necklace of São Cajó…",https://www.rtp.pt/play/p14269/e819511/por-do-sol-o-misterio-do-colar-de-sao-cajo
Portuguese films,O Leão da Estrela - Minissérie,The Lion of Estrela - Miniseries,film,19 dez. 2024,no,Anastácio é um fervoroso sportinguista que empreende uma viagem ao Norte com a família para ver a sua equipa enfrentar o FC Porto. Aproveitando par,Anastácio is a passionate Sporting fan who sets off on a trip up north with his family to see his team take on FC Porto. Taking advantage…,https://www.rtp.pt/play/p2495/e830536/o-leao-da-estrela-minisserie
Portuguese films,Os Fotocines,The Fotocines,film,05 dez. 2024,no,Em 'Os Fotocines' constrói-se um retrato intimista da guerra junto de quem a viveu. Esta longa-metragem documental propõe-se a investigar quem eram ,'Os Fotocines' builds an intimate portrait of war from the people who lived through it. This feature-length documentary sets out to investigate who…,https://www.rtp.pt/play/p12857/e814136/os-fotocines
Portuguese films,O Anel,The Ring,film,07 out. 2024,yes,"Mais do que tudo ela sempre quis o anel da amiga e colega de escola. Porque, na verdade, aquele anel representava tudo aquilo que a condição remedia","More than anything, she had always wanted her friend and schoolmate's ring. Because, in truth, that ring represented everything that her modest circumstances…",https://www.rtp.pt/play/p13943/e811634/o-anel
Portuguese films,O Conto do Nadador,The Swimmer's Tale,film,30 set. 2024,yes,Uma história de um tempo em que o mistério fazia a diferença e onde impera o mais subtil sentido de observação. Tudo começa com a morte do Nadad,A story from a time when mystery made all the difference and the subtlest sense of observation reigned. It all begins with the death of the Swimmer…,https://www.rtp.pt/play/p13902/e811648/o-conto-do-nadador
Portuguese films,Bully,Bully,film,09 set. 2024,yes,"Trailer - Desde muito cedo, ainda na escola, percebeu que o que lhe faltava em coragem lhe sobrava em inteligência. Perante a confrontação física ","Trailer - From a very early age, still at school, he realised that what he lacked in courage he more than made up for in intelligence. Faced with physical confrontation…",https://www.rtp.pt/play/p13823/e792113/bully
Portuguese films,Ponte Atlântico,Atlantic Bridge,film,09 set. 2024,yes,"O primeiro episódio é dedicado a personalidades reconhecidas que atingiram o mais alto plano nos países que os receberam, mas áreas da cultura, em","The first episode is dedicated to well-known personalities who reached the highest levels in the countries that took them in, in the fields of culture,…",https://www.rtp.pt/play/p13828/e793505/ponte-atlantico
Portuguese films,O Chefe do Meu Pai Era um Democrata e Ninguém Sabia,My Father's Boss Was a Democrat and Nobody Knew,film,02 set. 2024,yes,Um telefilme divertido que nos conta como foi a transição do Estado Novo para a Democracia no dia 25 de Abril. Tudo isto através da visão de uma c,A fun TV film that tells us how the transition from the Estado Novo to Democracy happened on 25 April. All of this through the eyes of a…,https://www.rtp.pt/play/p13811/e811645/o-chefe-do-meu-pai-era-um-democrata-e-ninguem-sabia
Portuguese films,A Criança,The Child,film,23 ago. 2024,yes,"Em meados do século XVI, Lisboa é uma cidade cosmopolita, onde o apogeu de um poder que a expansão trouxera começa a esboroar-se, ao mesmo tempo q","In the mid-16th century, Lisbon is a cosmopolitan city, where the peak of the power brought by the expansion is beginning to crumble, while at the same time…",https://www.rtp.pt/play/p12557/e790492/a-crianca
Portuguese films,A Praia da Amália,Amália's Beach,film,12 ago. 2024,no,"Amália tinha um segredo em forma de praia. Nesse mar afundou o seu coração. Com a dança das marés, ele acabou por se desfazer.","Amália had a secret in the shape of a beach. She sank her heart into that sea. With the dance of the tides, it eventually came apart.",https://www.rtp.pt/play/p7747/e836105/a-praia-da-amalia
Portuguese films,Restos do Vento,Remains of the Wind,film,24 jul. 2024,no,"Uma tradição pagã numa vila do interior de Portugal deixa traços dolorosos num grupo de jovens adolescentes. 25 anos depois, ao reencontrarem-se, ","A pagan tradition in a village in inland Portugal leaves painful scars on a group of young teenagers. 25 years later, when they meet again,…",https://www.rtp.pt/play/p13683/e785296/restos-do-vento
Portuguese films,Curral de Moinas - Os Banqueiros do Povo,Curral de Moinas - The People's Bankers,film,03 jul. 2024,no,"A vida em Curral de Moinas é abalada, quando Quim descobre que tinha um pai, que lhe deixa em herança um banco, o prestigiado BICO (Banco Internacio","Life in Curral de Moinas is shaken when Quim discovers he had a father, who leaves him a bank as his inheritance, the prestigious BICO (International Bank…",https://www.rtp.pt/play/p13612/e811671/curral-de-moinas-os-banqueiros-do-povo
Portuguese films,Salgueiro Maia - O Implicado,Salgueiro Maia - The Implicated,film,25 abr. 2024,yes,"Esta é a história de Fernando Salgueiro Maia. Da criança, do jovem, do homem. Um herói que pela sua atitude modesta e correta, assumiu a postura t","This is the story of Fernando Salgueiro Maia. Of the child, the young man, the man. A hero who, through his modest and upright attitude, took on the…",https://www.rtp.pt/play/p13272/e811412/salgueiro-maia-o-implicado
Portuguese films,Cuba Libre nos Bastidores,Cuba Libre Behind the Scenes,film,08 nov. 2023,no,"Making of de Cuba Libre, uma série realizada por Henrique Oliveira, baseada na história real de Annie Silva Pais, filha única do último diretor da","The making of Cuba Libre, a series directed by Henrique Oliveira, based on the true story of Annie Silva Pais, the only daughter of the last director of the…",https://www.rtp.pt/play/p10828/e726779/cuba-libre-making-of
Portuguese films,Abandonados,Abandoned,film,06 set. 2023,no,"Baseado em factos reais, 'Abandonados' recorda a aliança inédita entre portugueses, timorenses e australianos unindo-se contra um inimigo comum que ","Based on true events, 'Abandonados' recalls the unprecedented alliance between Portuguese, Timorese and Australians who joined forces against a common enemy that…",https://www.rtp.pt/play/p12186/e714038/abandonados
Portuguese films,Pôr do Sol - Episódio Especial Bloopers,Sunset - Special Bloopers Episode,film,29 jul. 2023,yes,"Com apresentação de Vasco Palmeirim, este episódio especial do Pôr do Sol conta com uma reunião do elenco na Herdade do Pôr do Sol, para uma con","Hosted by Vasco Palmeirim, this special episode of Pôr do Sol features a cast reunion at the Pôr do Sol estate, for a…",https://www.rtp.pt/play/p12048/e707903/por-do-sol-especial-bloopers
Portuguese films,Uma Conversa em Família,A Family Conversation,film,17 ago. 2022,no,"A partir do caso concreto de uma leucotomia pré-frontal realizada em meados da década de 1960, tendo tido por paciente Teresa de Barros Caetano, mul","Starting from the specific case of a prefrontal leucotomy performed in the mid-1960s, whose patient was Teresa de Barros Caetano, wife…",https://www.rtp.pt/play/p10580/e635941/uma-conversa-em-familia
Portuguese films,Variações,Variações,film,13 jun. 2022,no,"'Variações' retrata a vida de António Ribeiro, barbeiro e figura da movida lisboeta no final dos anos 70, que perseguiu o seu sonho de se tornar ca","'Variações' portrays the life of António Ribeiro, a barber and figure of the Lisbon 'movida' scene in the late 70s, who pursued his dream of becoming a sin…",https://www.rtp.pt/play/p8764/e811676/variacoes
Portuguese films,Juventudes,Youth,film,14 abr. 2022,yes,"As alterações climáticas, a enorme dívida pública e a sustentabilidade da segurança social são algumas das heranças que as gerações passadas","Climate change, the huge public debt and the sustainability of social security are some of the legacies that past generations…",https://www.rtp.pt/play/p10186/e610869/juventudes
Portuguese films,A Máscara e as Aldeias,The Mask and the Villages,film,16 mar. 2022,no,"Pessoas por trás das suas máscaras são criaturas que encontramos em várias tradições pagãs pela Europa fora. Normalmente, são homens vestidos ",People behind their masks are creatures we find in various pagan traditions throughout Europe. They are usually men dressed…,https://www.rtp.pt/play/p10062/e604923/mascara-e-aldeias
